treatment,control,ratio,ratio2,ratio3,size,size25,size50,size100,sizeno,ask,askd1,askd2,askd3,ask1,ask2,ask3,amount,gave,amountchange,hpa,ltmedmra,freq,years,year5,mrm2,dormant,female,couple,state50one,nonlit,cases,statecnt,stateresponse,stateresponset,stateresponsec,stateresponsetminc,perbush,close25,red0,blue0,redcty,bluecty,pwhite,pblack,page18_39,ave_hh_sz,median_hhincome,powner,psch_atlstba,pop_propurban
1,0,3,0,1,3,0,0,1,0,1,1,0,0,55,70,85,0,0,-35,45,0,31,16,1,6,0,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.5372278690338135,0.03193885087966919,0.3637821674346924,2.5399999618530273,45615,0.47543758153915405,0.32596471905708313,1
1,0,3,0,1,2,0,1,0,0,2,0,1,0,35,45,55,0,0,-10,25,1,3,1,0,3,0,1,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.9866119027137756,0.0050966073758900166,0.26342612504959106,2.5999999046325684,52954,0.8262856602668762,0.2683229148387909,0.748592734336853
1,0,2,1,0,1,1,0,0,0,2,0,1,0,75,95,120,0,0,-25,65,1,6,15,1,21,1,1,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,0,1,0.8410543203353882,0.12733910977840424,0.3353491425514221,2.309999942779541,52587,0.7859835028648376,0.4735768735408783,1
1,0,1,0,0,1,1,0,0,0,3,0,0,1,35,45,55,0,0,-25,25,1,1,1,0,9,1,0,0,0,1,0,0.7819668650627136,0.015306122601032257,0.021897809579968452,0,0.021897809579968452,0.6600000262260437,0,1,0,1,0,0.9808405637741089,0.0018541408935561776,0.20580963790416718,2.200000047683716,27557,0.8036966323852539,0.21153846383094788,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,0,0,-60,65,0,8,10,1,8,1,0,0,0,0,2,2.982246160507202,0.0260869562625885,0.02783300168812275,0.022494887933135033,0.005338113754987717,0.46464645862579346,0,0,1,0,1,0.7752745151519775,0.021312125027179718,0.25936827063560486,2.7100000381469727,81929,0.8268675208091736,0.6072759032249451,0.9969998598098755
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-25,50,1,9,10,1,11,1,0,0,0,1,2,3.281468152999878,0.020668692886829376,0.024702653288841248,0.012681159190833569,0.012021494098007679,0.46464645862579346,0,0,1,0,1,0.7386956214904785,0.08886349201202393,0.3776698410511017,2.369999885559082,53250,0.48773860931396484,0.5945311784744263,1
1,0,2,1,0,2,0,1,0,0,1,1,0,0,125,160,190,0,0,-35,100,0,44,18,1,31,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.6190124154090881,0.049501292407512665,0.38191109895706177,2.5299999713897705,55112,0.44496721029281616,0.27794149518013,1
1,0,1,0,0,2,0,1,0,0,1,1,0,0,55,70,85,0,0,-50,50,0,5,4,0,8,1,0,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.6470448970794678,0.178470641374588,0.40070658922195435,1.9800000190734863,49733,0.21772527694702148,0.5839707851409912,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-50,50,0,1,0,0,3,0,0,0,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0,2,1,0,2,0,1,0,0,1,1,0,0,125,160,190,0,0,-50,100,0,36,8,1,31,1,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,85,100,0,0,-55,55,0,2,1,0,7,0,0,0,0,1,2,3.281468152999878,0.020668692886829376,0.024702653288841248,0.012681159190833569,0.012021494098007679,0.46464645862579346,0,0,1,0,1,0.9403994679450989,0.015625,0.25284579396247864,2.809999942779541,72920,0.9217249155044556,0.33535030484199524,0.9893685579299927
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,85,100,0,0,-50,55,0,4,8,1,14,1,0,0,0,0,1,1.8332335948944092,0.014145811088383198,0.013793103396892548,0.014749262481927872,-9.561590850353241e-4,0.5555555820465088,0,1,0,1,0,0.8760152459144592,0.04226411134004593,0.38057756423950195,2.359999895095825,60095,0.6715676188468933,0.46472764015197754,0.9957385063171387
1,0,1,0,0,1,1,0,0,0,2,0,1,0,35,45,55,0,0,-25,25,1,3,3,0,20,1,1,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.9784398078918457,0.011640049517154694,0.30767813324928284,2.490000009536743,37850,0.7491841912269592,0.18222330510616302,0.6574017405509949
0,1,0,0,0,0,0,0,0,0,0,0,0,0,200,250,300,0,0,-175,175,0,6,10,1,38,1,0,1,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.9190741181373596,0.006874347571283579,0.21310476958751678,2.309999942779541,118553,0.7735618948936462,0.7046814560890198,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,0,0,-20,20,1,1,0,0,4,0,0,0,0,0,1,1.1390384435653687,0.01576182059943676,0.020460357889533043,0.0055555556900799274,0.014904802665114403,0.6060606241226196,0,1,0,1,0,0.944523811340332,0.017390573397278786,0.30605730414390564,2.5899999141693115,48021,0.7647792100906372,0.1195812076330185,0.9859699010848999
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-30,30,1,1,0,0,7,0,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.5277815461158752,0.13635504245758057,0.31422707438468933,2.890000104904175,31670,0.5079594850540161,0.09883300215005875,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-30,30,1,1,1,0,8,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.884032666683197,0.00672400975599885,0.5430293083190918,1.6100000143051147,84710,0.2980436682701111,0.7444688677787781,1
1,0,2,1,0,4,0,0,0,1,1,1,0,0,65,85,100,0,0,-60,60,0,3,1,0,4,0,1,0,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,1,0,0.9624060392379761,0.027568921446800232,0.23558896780014038,2.630000114440918,34583,0.8045112490653992,0.10247349739074707,0
1,0,1,0,0,4,0,0,0,1,3,0,0,1,25,35,50,0,0,-5,20,1,11,4,0,2,0,0,0,0,1,2,3.5387990474700928,0.021984215825796127,0.02224123105406761,0.021487602964043617,7.536280900239944e-4,0.5454545617103577,0,1,0,0,1,0.8445130586624146,0.037257928401231766,0.2731546461582184,2.4600000381469727,76806,0.7534372210502625,0.6001964807510376,1
1,0,2,1,0,2,0,1,0,0,3,0,0,1,25,35,50,0,0,-15,15,1,9,10,1,15,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.2160445749759674,0.006648096721619368,0.3224141001701355,3.200000047683716,41295,0.4769633412361145,0.23189178109169006,1
1,0,3,0,1,3,0,0,1,0,2,0,1,0,35,45,55,0,0,-25,25,1,6,4,0,4,0,1,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,0,1,0.980981171131134,0.005763273686170578,0.2253440022468567,2.630000114440918,60141,0.8435617685317993,0.3907631039619446,0.8675527572631836
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,85,100,0,0,-40,60,0,9,10,1,18,1,0,1,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,1,0,0.8425769805908203,0.1321326345205307,0.30731359124183655,2.180000066757202,45795,0.6957642436027527,0.46497881412506104,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-25,25,1,1,3,0,41,1,0,0,0,1,3,1.5320167541503906,0.015625,0.01727447286248207,0.012145749293267727,0.005128723569214344,0.5858585834503174,0,1,0,1,0,0.7075592875480652,0.26938262581825256,0.3243635892868042,2.759999990463257,45199,0.6748394966125488,0.17457892000675201,0.5581175684928894
0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,60,70,0,0,-35,35,0,2,1,0,5,0,1,0,0,0,0,1.962896466255188,0.030487805604934692,0.031104199588298798,0.029325513169169426,0.0017786864191293716,0.4848484992980957,1,0,1,0,1,0.8709738254547119,0.0746845006942749,0.41589751839637756,1.7999999523162842,35755,0.43090295791625977,0.472470223903656,1
1,0,3,0,1,4,0,0,0,1,2,0,1,0,35,45,55,0,0,-30,30,1,28,19,1,5,0,0,0,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,1,0,0.8773589730262756,0.05272265151143074,0.2669118046760559,2.700000047683716,67332,0.7483989596366882,0.45879480242729187,0.8152273893356323
1,0,3,0,1,4,0,0,0,1,1,1,0,0,55,70,85,0,0,-50,50,0,2,1,0,6,0,NA,NA,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,1,0,0.9597780108451843,0.02266686223447323,0.21860669553279877,2.0199999809265137,34600,0.7646456956863403,0.21967670321464539,1
1,0,1,0,0,4,0,0,0,1,1,1,0,0,55,70,85,25,1,5,45,1,12,4,0,3,0,0,0,0,1,1,0.7121484279632568,0.011204482056200504,0.008097166195511818,0.0181818176060915,-0.010084651410579681,0.6000000238418579,0,1,0,1,0,0.9503642320632935,0.040208540856838226,0.2952435314655304,2.369999885559082,20221,0.6271970868110657,0.10609769076108932,0.7833166718482971
1,0,3,0,1,3,0,0,1,0,3,0,0,1,35,45,55,0,0,-25,25,1,1,0,0,3,0,0,0,0,1,2,3.5387990474700928,0.021984215825796127,0.02224123105406761,0.021487602964043617,7.536280900239944e-4,0.5454545617103577,0,1,0,1,0,0.9513422846794128,0.030201341956853867,0.2902684509754181,2.4800000190734863,53750,0.8892617225646973,0.20413435995578766,0.9496644139289856
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,85,100,0,0,-25,60,1,26,11,1,12,1,1,0,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,1,0,0.8840410113334656,0.05460597202181816,0.380622535943985,2.6600000858306885,79561,0.8981648087501526,0.49037328362464905,0.9390968084335327
1,0,1,0,0,2,0,1,0,0,1,1,0,0,35,45,55,0,0,-30,30,1,1,1,0,8,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.8927825093269348,0.006701091770082712,0.2768339216709137,2.759999990463257,45102,0.6637410521507263,0.1395871341228485,0.7232449054718018
1,0,2,1,0,1,1,0,0,0,2,0,1,0,25,35,50,0,0,-5,5,1,1,1,0,9,1,0,0,0,0,0,1.7713943719863892,0.013513513840734959,0.017915310338139534,0.0036496350076049566,0.014265675097703934,0.4848484992980957,1,0,1,0,1,0.9521562457084656,0.01963656023144722,0.3524816930294037,2.109999895095825,64084,0.8312245607376099,0.6078543663024902,1
1,0,1,0,0,1,1,0,0,0,2,0,1,0,35,45,55,0,0,-25,25,1,3,3,0,12,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.9359705448150635,0.011039558798074722,0.22962281107902527,2.309999942779541,34537,0.6079482436180115,0.22369764745235443,0.9696412086486816
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,0,0,-100,100,0,4,5,1,0,0,1,0,0,1,0,3.9537203311920166,0.018163470551371574,0.01861504092812538,0.017214396968483925,0.0014006439596414566,0.44999998807907104,0,0,1,1,0,0.8881708383560181,0.08427994698286057,0.5597856044769287,2.430000066757202,40313,0.5843060612678528,0.422278493642807,0.9964047074317932
0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,110,130,0,0,-75,75,0,2,2,0,16,1,0,0,0,0,0,1.7753839492797852,0.026966292411088943,0.025684932246804237,0.029411764815449715,-0.0037268325686454773,0.44897958636283875,0,0,1,0,1,0.9341793656349182,0.020016279071569443,0.23841941356658936,2.549999952316284,77991,0.8456584215164185,0.539702832698822,0.9154210686683655
1,0,1,0,0,1,1,0,0,0,1,1,0,0,45,60,70,0,0,-35,35,0,1,3,0,41,1,0,0,0,0,0,0.3091960847377777,0.006451612804085016,0.010416666977107525,0,0.010416666977107525,0.39393940567970276,0,0,1,0,1,0.9709512591362,0.007238978985697031,0.2505800426006317,2.950000047683716,70714,0.9334763884544373,0.3586753010749817,0.8456612825393677
1,0,3,0,1,4,0,0,0,1,1,1,0,0,55,70,85,0,0,-50,50,0,7,6,1,6,0,0,0,0,0,2,0.5725114941596985,0.038327526301145554,0.04494382068514824,0.027522936463356018,0.01742088422179222,0.4591836631298065,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-30,30,1,1,0,0,6,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.9228797554969788,0.010681478306651115,0.2062593400478363,2.4700000286102295,86646,0.7902777791023254,0.5194090604782104,0.9097415208816528
1,0,3,0,1,4,0,0,0,1,1,1,0,0,55,70,85,0,0,-25,45,1,9,9,1,13,1,0,0,0,2,1,0.40095752477645874,0.014925372786819935,0.014925372786819935,0.014925372786819935,0,0.5757575631141663,0,1,0,1,0,0.9239634871482849,0.053649015724658966,0.3082332909107208,2.8299999237060547,66979,0.8969759345054626,0.4134087860584259,0.9379188418388367
1,0,3,0,1,3,0,0,1,0,1,1,0,0,55,70,85,0,0,-25,50,1,2,1,0,4,0,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.42880186438560486,0.5659920573234558,0.290511816740036,2.2100000381469727,37991,0.6629263758659363,0.3134280741214752,1
1,0,1,0,0,1,1,0,0,0,3,0,0,1,55,70,85,0,0,-50,50,0,1,3,0,42,1,0,0,0,0,1,1.1390384435653687,0.01576182059943676,0.020460357889533043,0.0055555556900799274,0.014904802665114403,0.6060606241226196,0,1,0,1,0,0.9767311811447144,0.007321053650230169,0.28430870175361633,2.630000114440918,54812,0.7852256894111633,0.26754796504974365,0.8306365013122559
1,0,3,0,1,3,0,0,1,0,1,1,0,0,55,70,85,0,0,-50,50,0,1,0,0,3,0,1,0,0,1,1,1.549970030784607,0.02574002556502819,0.02750491164624691,0.02238805964589119,0.0051168520003557205,0.5353535413742065,0,1,0,0,1,0.5569878220558167,0.39072173833847046,0.30019664764404297,2.2699999809265137,43885,0.6504868865013123,0.4649827778339386,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-45,45,0,9,7,1,2,0,0,1,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,0,1,0.9433218240737915,0.025036964565515518,0.2664366662502289,2.5799999237060547,84835,0.8891497254371643,0.5701388716697693,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,35,50,25,1,5,20,1,3,1,0,2,0,0,0,0,1,0,3.9537203311920166,0.018163470551371574,0.01861504092812538,0.017214396968483925,0.0014006439596414566,0.44999998807907104,0,0,1,0,1,0.8554282784461975,0.018961552530527115,0.23312623798847198,2.619999885559082,73723,0.8383195400238037,0.5294799208641052,1
1,0,1,0,0,2,0,1,0,0,3,0,0,1,25,35,50,0,0,-75,75,0,7,7,1,5,0,0,0,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,1,0,0.8393369317054749,0.13233545422554016,0.20871511101722717,2.490000009536743,42091,0.8410905003547668,0.1802809089422226,0.7182625532150269
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-30,45,1,3,2,0,8,1,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.23168113827705383,0.6264351606369019,0.31359097361564636,2.75,47288,0.5972492098808289,0.2510543763637543,1
1,0,3,0,1,2,0,1,0,0,2,0,1,0,45,60,70,0,0,-35,35,0,2,1,0,8,1,0,0,0,2,0,1.1569918394088745,0.027586206793785095,0.03191489353775978,0.019607843831181526,0.012307049706578255,0.5757575631141663,0,1,0,1,0,0.9454445838928223,0.02490144595503807,0.24947437644004822,2.759999990463257,75428,0.9041084051132202,0.5516275763511658,0.9487735629081726
1,0,3,0,1,2,0,1,0,0,2,0,1,0,35,45,55,0,0,-25,25,1,1,3,0,37,1,1,0,0,0,0,0.20147615671157837,0,0,0,0,0.6000000238418579,0,1,0,1,0,0.9552931189537048,0.041121888905763626,0.30219316482543945,2.450000047683716,26087,0.8257383704185486,0.06242038309574127,0
1,0,2,1,0,3,0,0,1,0,1,1,0,0,35,45,55,0,0,-20,25,1,9,8,1,33,1,0,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,1,0,0.7350937128067017,0.13600227236747742,0.5477001667022705,1.909999966621399,112947,0.39335888624191284,0.5689409971237183,1
1,0,3,0,1,2,0,1,0,0,3,0,0,1,45,60,70,0,0,-30,40,1,16,16,1,6,0,0,0,0,5,1,6.28366231918335,0.018095238134264946,0.02169720269739628,0.011152416467666626,0.010544786229729652,0.5252525210380554,0,1,0,1,0,0.9846002459526062,0.010812581516802311,0.09108781069517136,1.9900000095367432,78780,0.8623853325843811,0.5498591661453247,0.6395806074142456
0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,60,70,0,0,-35,35,0,5,2,0,22,1,1,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,0,1,0.8882623314857483,0.040296200662851334,0.45463666319847107,1.7200000286102295,37398,0.25287145376205444,0.484092652797699,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-35,45,0,39,16,1,12,1,0,0,0,4,1,2.8146817684173584,0.027639972046017647,0.030927835032343864,0.020408162847161293,0.010519672185182571,0.5099999904632568,1,1,0,1,0,0.990531325340271,0.004383657593280077,0.3093108832836151,2.8299999237060547,45513,0.844585120677948,0.06555323302745819,0.255304217338562
1,0,2,1,0,2,0,1,0,0,3,0,0,1,25,35,50,0,0,-50,50,0,5,10,1,29,1,0,0,0,4,0,2.8944742679595947,0.03239145502448082,0.039960041642189026,0.015555555932223797,0.024404484778642654,0.5151515007019043,1,1,0,0,1,0.9808176755905151,0.0070714461617171764,0.23839713633060455,2.5299999713897705,49800,0.9136607646942139,0.16892048716545105,0.6268389821052551
1,0,2,1,0,2,0,1,0,0,1,1,0,0,45,60,70,0,0,-25,35,1,12,9,1,5,0,0,0,0,4,0,2.8944742679595947,0.03239145502448082,0.039960041642189026,0.015555555932223797,0.024404484778642654,0.5151515007019043,1,1,0,1,0,0.9864628911018372,0.003331394400447607,0.27285706996917725,2.5799999237060547,42041,0.838528573513031,0.19127054512500763,0.4108191132545471
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-50,50,0,2,4,0,42,1,0,0,0,1,1,0.7121484279632568,0.011204482056200504,0.008097166195511818,0.0181818176060915,-0.010084651410579681,0.6000000238418579,0,1,0,1,0,0.8950712084770203,0.09402795135974884,0.4109543263912201,1.909999966621399,31900,0.5355902314186096,0.3785136044025421,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,45,55,0,0,-20,25,1,5,3,0,25,1,1,0,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,0,1,0.8370020389556885,0.12873972952365875,0.35475119948387146,2.2899999618530273,60263,0.6884875893592834,0.5430870652198792,1
1,0,3,0,1,1,1,0,0,0,1,1,0,0,85,110,130,0,0,-75,75,0,6,3,0,8,1,0,0,0,2,0,1.1569918394088745,0.027586206793785095,0.03191489353775978,0.019607843831181526,0.012307049706578255,0.5757575631141663,0,1,0,0,1,0.6503417491912842,0.28026044368743896,0.4136773645877838,1.8200000524520874,30256,0.3949017822742462,0.3800686001777649,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-50,50,0,1,1,0,8,1,0,0,0,0,1,1.8332335948944092,0.014145811088383198,0.013793103396892548,0.014749262481927872,-9.561590850353241e-4,0.5555555820465088,0,1,0,1,0,0.671419620513916,0.03314516693353653,0.3147675693035126,2.9200000762939453,31515,0.6294010877609253,0.14145556092262268,0.9858526587486267
1,0,1,0,0,4,0,0,0,1,2,0,1,0,55,70,85,0,0,-24,45,1,5,3,0,8,1,0,0,0,1,1,1.549970030784607,0.02574002556502819,0.02750491164624691,0.02238805964589119,0.0051168520003557205,0.5353535413742065,0,1,0,1,0,0.8445315957069397,0.11284955590963364,0.35022807121276855,2.4100000858306885,42685,0.6456610560417175,0.5606532692909241,0.9273893237113953
1,0,3,0,1,3,0,0,1,0,1,1,0,0,35,45,55,0,0,-25,25,1,1,0,0,3,0,0,1,0,5,4,4.500299453735352,0.019946807995438576,0.01950235292315483,0.020806241780519485,-0.0013038888573646545,0.49000000953674316,1,0,1,0,1,0.9626734256744385,0.010845834389328957,0.24050989747047424,2.390000104904175,55016,0.848115086555481,0.4223107695579529,0.9746695756912231
0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,60,70,0,0,-35,35,0,1,0,0,3,0,1,0,0,0,1,0.4229004681110382,0.02358490601181984,0.029411764815449715,0.01315789483487606,0.016253869980573654,0.6666666865348816,0,1,0,1,0,0.6705741286277771,0.2266082912683487,0.5115457773208618,2.1700000762939453,24882,0.3069815933704376,0.2761213779449463,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,150,190,225,0,0,-125,125,0,8,7,1,5,0,0,0,0,3,1,9.60702133178711,0.023048173636198044,0.02215891145169735,0.024743512272834778,-0.0025846008211374283,0.40816327929496765,0,0,1,0,1,0.4653613865375519,0.35031571984291077,0.3305319547653198,3.200000047683716,55923,0.6586647033691406,0.20593325793743134,1
1,0,3,0,1,2,0,1,0,0,3,0,0,1,35,45,55,0,0,-5,25,1,11,14,1,41,1,0,1,0,0,0,1.7713943719863892,0.013513513840734959,0.017915310338139534,0.0036496350076049566,0.014265675097703934,0.4848484992980957,1,0,1,0,1,0.9119918346405029,0.0488460399210453,0.3102256655693054,2.3299999237060547,55685,0.777685821056366,0.35789915919303894,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-10,50,1,44,6,1,2,0,0,0,0,5,0,1.9230002164840698,0.019709544256329536,0.024038461968302727,0.0117647061124444,0.012273755855858326,0.5600000023841858,0,1,0,1,0,0.9238903522491455,0.04722630977630615,0.3073132336139679,2.430000066757202,32162,0.7634351253509521,0.09589244425296783,0.33814722299575806
1,0,3,0,1,1,1,0,0,0,2,0,1,0,55,70,85,0,0,-45,45,0,8,7,1,6,0,0,0,0,4,3,17.36884117126465,0.018950270488858223,0.018493151292204857,0.019881408661603928,-0.0013882573693990707,0.4444444477558136,0,0,1,1,0,0.5767492055892944,0.16333481669425964,0.37944865226745605,2.5799999237060547,44674,0.4944228529930115,0.2668854594230652,0.997739851474762
1,0,3,0,1,3,0,0,1,0,3,0,0,1,35,45,55,2,1,-3,25,1,61,19,1,0,0,0,0,0,0,1,3.2694993019104004,0.017083587124943733,0.019792648032307625,0.012110726907849312,0.007681921124458313,0.3737373650074005,0,0,1,0,1,0.648086428642273,0.17829884588718414,0.43184635043144226,2.3299999237060547,46592,0.3948524296283722,0.4683612883090973,1
1,0,3,0,1,2,0,1,0,0,1,1,0,0,55,70,85,0,0,-25,50,1,3,4,0,17,1,0,0,0,1,0,3.9537203311920166,0.018163470551371574,0.01861504092812538,0.017214396968483925,0.0014006439596414566,0.44999998807907104,0,0,1,1,0,0.9957113265991211,0.0013309671776369214,0.24194025993347168,2.440000057220459,48598,0.8411791324615479,0.30601438879966736,0.7596864700317383
1,0,3,0,1,2,0,1,0,0,3,0,0,1,35,45,55,0,0,-25,25,1,5,5,1,38,1,0,1,0,5,0,1.9230002164840698,0.019709544256329536,0.024038461968302727,0.0117647061124444,0.012273755855858326,0.5600000023841858,0,1,0,1,0,0.3797442615032196,0.5844327211380005,0.40237468481063843,2.1500000953674316,24207,0.42400187253952026,0.20320898294448853,0.9810229539871216
1,0,3,0,1,3,0,0,1,0,2,0,1,0,35,45,55,0,0,-25,25,1,1,0,0,4,0,0,0,0,0,1,1.8332335948944092,0.014145811088383198,0.013793103396892548,0.014749262481927872,-9.561590850353241e-4,0.5555555820465088,0,1,0,0,1,0.8027504086494446,0.03748922049999237,0.6141469478607178,2.009999990463257,23324,0.35100871324539185,0.41164669394493103,1
1,0,1,0,0,4,0,0,0,1,3,0,0,1,45,60,70,0,0,-20,35,1,14,19,1,13,1,0,0,0,1,0,3.9537203311920166,0.018163470551371574,0.01861504092812538,0.017214396968483925,0.0014006439596414566,0.44999998807907104,0,0,1,0,1,0.7841253280639648,0.014841071330010891,0.3300316333770752,2.7100000381469727,43828,0.7000265717506409,0.1627657413482666,1
1,0,2,1,0,1,1,0,0,0,2,0,1,0,55,70,85,0,0,-40,45,0,3,1,0,3,0,1,0,0,0,0,0.20147615671157837,0,0,0,0,0.6000000238418579,0,1,0,1,0,0.8124023675918579,0.17734041810035706,0.28470268845558167,2.440000057220459,43563,0.7208091616630554,0.29303404688835144,0.5529001355171204
1,0,1,0,0,3,0,0,1,0,2,0,1,0,25,35,50,0,0,-20,20,1,3,1,0,9,1,0,0,0,1,2,3.594653844833374,0.018312985077500343,0.02058319002389908,0.014150943607091904,0.006432246416807175,0.4343434274196625,0,0,1,1,0,0.6490459442138672,0.3272057771682739,0.22125916182994843,2.25,56671,0.7536460161209106,0.4582994878292084,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,70,85,0,0,-45,45,0,3,2,0,9,1,0,0,0,0,2,2.982246160507202,0.0260869562625885,0.02783300168812275,0.022494887933135033,0.005338113754987717,0.46464645862579346,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
1,0,3,0,1,1,1,0,0,0,3,0,0,1,45,60,70,0,0,-40,40,0,1,1,0,8,1,0,0,0,0,0,0.3091960847377777,0.006451612804085016,0.010416666977107525,0,0.010416666977107525,0.39393940567970276,0,0,1,NA,NA,0.9760912656784058,0.007457775995135307,0.2662864625453949,2.690000057220459,71528,0.8881333470344543,0.570040762424469,0.5376179218292236
